,train,val,test
0,IN Brain-0007(a),IN Brain-0086(a),IN Brain-0007(b)
1,IN Brain-0012(a),IN Brain-0224,IN Brain-0150
2,IN Brain-0012(b),IN Brain-0363(b),IN Brain-0252(a)
3,IN Brain-0025(a),IN Brain-0015(b),IN Brain-0269
4,IN Brain-0025(b),IN Brain-0086(c),IN Brain-0178
5,IN Brain-0031(a),IN Brain-0181(b),IN Brain-0015(a)
6,IN Brain-0031(b),IN Brain-0260(a),IN Brain-0260(b)
7,IN Brain-0031(c),IN Brain-0276,IN Brain-0062(b)
8,IN Brain-0031(d),IN Brain-0252(b),IN Brain-0030
9,IN Brain-0034,IN Brain-0044(a),IN Brain-0235(b)
10,IN Brain-0035(a),IN Brain-0358,IN Brain-0237(b)
11,IN Brain-0035(b),IN Brain-0067,IN Brain-0225
12,IN Brain-0042,IN Brain-0235(a),IN Brain-0062(a)
13,IN Brain-0044(b),IN Brain-0209(b),IN Brain-0246
14,IN Brain-0045,IN Brain-0289,IN Brain-0216(b)
15,IN Brain-0047,IN Brain-0319,IN Brain-0221
16,IN Brain-0050(a),IN Brain-0344,IN Brain-0314(a)
17,IN Brain-0050(b),IN Brain-0100,IN Brain-0270
18,IN Brain-0052(a),IN Brain-0347,IN Brain-0360
19,IN Brain-0052(b),IN Brain-0095(c),IN Brain-0265(b)
20,IN Brain-0052(c),IN Brain-0073(a),IN Brain-0137
21,IN Brain-0057,IN Brain-0223,IN Brain-0095(a)
22,IN Brain-0060,IN Brain-0106,IN Brain-0196(b)
23,IN Brain-0065,IN Brain-0088(a),IN Brain-0040(b)
24,IN Brain-0068(a),IN Brain-0072(b),IN Brain-0118(b)
25,IN Brain-0068(b),IN Brain-0059(b),IN Brain-0231
26,IN Brain-0069(a),IN Brain-0366,IN Brain-0219
27,IN Brain-0069(b),IN Brain-0041(a),IN Brain-0186(b)
28,IN Brain-0074,IN Brain-0113,IN Brain-0094(d)
29,IN Brain-0076,IN Brain-0098(a),IN Brain-0186(a)
30,IN Brain-0077(a),IN Brain-0367,IN Brain-0114(a)
31,IN Brain-0077(b),IN Brain-0291,IN Brain-0066
32,IN Brain-0077(c),IN Brain-0013(b),IN Brain-0307(b)
33,IN Brain-0084,IN Brain-0247,IN Brain-0061(b)
34,IN Brain-0086(b),IN Brain-0281,IN Brain-0029(b)
35,IN Brain-0089(a),IN Brain-0020,IN Brain-0102(a)
36,IN Brain-0089(b),IN Brain-0171(a),IN Brain-0172
37,IN Brain-0090(a),IN Brain-0145,IN Brain-0195
38,IN Brain-0090(b),IN Brain-0075,IN Brain-0126
39,IN Brain-0097,IN Brain-0330(a),IN Brain-0316(b)
40,IN Brain-0108(a),IN Brain-0304,IN Brain-0161(a)
41,IN Brain-0108(b),IN Brain-0153,IN Brain-0194(b)
42,IN Brain-0108(c),IN Brain-0238(b),IN Brain-0261(a)
43,IN Brain-0108(d),IN Brain-0349,IN Brain-0064(a)
44,IN Brain-0112(a),IN Brain-0220,IN Brain-0109(b)
45,IN Brain-0112(b),IN Brain-0109(a),IN Brain-0199
46,IN Brain-0112(c),IN Brain-0004(b),IN Brain-0187(b)
47,IN Brain-0115,IN Brain-0161(b),IN Brain-0287
48,IN Brain-0121,,
49,IN Brain-0123,,
50,IN Brain-0124,,
51,IN Brain-0149,,
52,IN Brain-0152,,
53,IN Brain-0158(a),,
54,IN Brain-0158(b),,
55,IN Brain-0159,,
56,IN Brain-0162,,
57,IN Brain-0165,,
58,IN Brain-0174,,
59,IN Brain-0175,,
60,IN Brain-0176(a),,
61,IN Brain-0176(b),,
62,IN Brain-0181(a),,
63,IN Brain-0204,,
64,IN Brain-0210,,
65,IN Brain-0213,,
66,IN Brain-0222,,
67,IN Brain-0236(a),,
68,IN Brain-0236(b),,
69,IN Brain-0237(a),,
70,IN Brain-0237(c),,
71,IN Brain-0239(a),,
72,IN Brain-0239(b),,
73,IN Brain-0241,,
74,IN Brain-0245,,
75,IN Brain-0249,,
76,IN Brain-0250,,
77,IN Brain-0251,,
78,IN Brain-0253(a),,
79,IN Brain-0253(b),,
80,IN Brain-0259(a),,
81,IN Brain-0259(b),,
82,IN Brain-0266,,
83,IN Brain-0271(a),,
84,IN Brain-0271(b),,
85,IN Brain-0274,,
86,IN Brain-0275,,
87,IN Brain-0278,,
88,IN Brain-0280,,
89,IN Brain-0292,,
90,IN Brain-0294,,
91,IN Brain-0313(a),,
92,IN Brain-0313(b),,
93,IN Brain-0315(a),,
94,IN Brain-0315(b),,
95,IN Brain-0321(a),,
96,IN Brain-0321(b),,
97,IN Brain-0325(a),,
98,IN Brain-0325(b),,
99,IN Brain-0331(b),,
100,IN Brain-0351,,
101,IN Brain-0353,,
102,IN Brain-0363(a),,
103,IN Brain-0365,,
104,IN Brain-0369,,
105,IN Brain-0008(a),,
106,IN Brain-0008(b),,
107,IN Brain-0013(a),,
108,IN Brain-0021,,
109,IN Brain-0024,,
110,IN Brain-0029(a),,
111,IN Brain-0029(c),,
112,IN Brain-0036(a),,
113,IN Brain-0036(b),,
114,IN Brain-0039,,
115,IN Brain-0040(a),,
116,IN Brain-0041(b),,
117,IN Brain-0046,,
118,IN Brain-0048,,
119,IN Brain-0059(a),,
120,IN Brain-0059(c),,
121,IN Brain-0061(a),,
122,IN Brain-0063(a),,
123,IN Brain-0063(b),,
124,IN Brain-0063(c),,
125,IN Brain-0071(a),,
126,IN Brain-0071(c),,
127,IN Brain-0072(a),,
128,IN Brain-0072(c),,
129,IN Brain-0072(d),,
130,IN Brain-0073(b),,
131,IN Brain-0079(a),,
132,IN Brain-0079(b),,
133,IN Brain-0080(a),,
134,IN Brain-0080(b),,
135,IN Brain-0082,,
136,IN Brain-0085(a),,
137,IN Brain-0085(b),,
138,IN Brain-0085(c),,
139,IN Brain-0085(d),,
140,IN Brain-0088(b),,
141,IN Brain-0091,,
142,IN Brain-0092(a),,
143,IN Brain-0092(b),,
144,IN Brain-0093,,
145,IN Brain-0094(a),,
146,IN Brain-0094(b),,
147,IN Brain-0094(c),,
148,IN Brain-0094(e),,
149,IN Brain-0094(f),,
150,IN Brain-0094(g),,
151,IN Brain-0094(i),,
152,IN Brain-0094(j),,
153,IN Brain-0095(b),,
154,IN Brain-0096(a),,
155,IN Brain-0096(b),,
156,IN Brain-0098(b),,
157,IN Brain-0101,,
158,IN Brain-0102(b),,
159,IN Brain-0103,,
160,IN Brain-0105(a),,
161,IN Brain-0105(b),,
162,IN Brain-0107,,
163,IN Brain-0111,,
164,IN Brain-0114(b),,
165,IN Brain-0116(a),,
166,IN Brain-0116(b),,
167,IN Brain-0117,,
168,IN Brain-0118(a),,
169,IN Brain-0119,,
170,IN Brain-0120,,
171,IN Brain-0122,,
172,IN Brain-0125,,
173,IN Brain-0128,,
174,IN Brain-0129,,
175,IN Brain-0131,,
176,IN Brain-0132,,
177,IN Brain-0133,,
178,IN Brain-0134,,
179,IN Brain-0135,,
180,IN Brain-0136,,
181,IN Brain-0139,,
182,IN Brain-0141,,
183,IN Brain-0142,,
184,IN Brain-0144,,
185,IN Brain-0146,,
186,IN Brain-0148,,
187,IN Brain-0151,,
188,IN Brain-0155(a),,
189,IN Brain-0155(b),,
190,IN Brain-0156(a),,
191,IN Brain-0156(b),,
192,IN Brain-0157,,
193,IN Brain-0163(a),,
194,IN Brain-0163(b),,
195,IN Brain-0164,,
196,IN Brain-0166,,
197,IN Brain-0167,,
198,IN Brain-0168(a),,
199,IN Brain-0168(b),,
200,IN Brain-0170,,
201,IN Brain-0171(b),,
202,IN Brain-0173(a),,
203,IN Brain-0173(b),,
204,IN Brain-0179(a),,
205,IN Brain-0179(b),,
206,IN Brain-0182(a),,
207,IN Brain-0182(b),,
208,IN Brain-0183(a),,
209,IN Brain-0183(b),,
210,IN Brain-0185(a),,
211,IN Brain-0185(b),,
212,IN Brain-0188,,
213,IN Brain-0189,,
214,IN Brain-0190,,
215,IN Brain-0192(a),,
216,IN Brain-0192(b),,
217,IN Brain-0193(a),,
218,IN Brain-0193(b),,
219,IN Brain-0196(a),,
220,IN Brain-0197(a),,
221,IN Brain-0197(b),,
222,IN Brain-0201,,
223,IN Brain-0205,,
224,IN Brain-0206,,
225,IN Brain-0207,,
